#{"t_start": 1786207695.450429, "env_id": "None"}
r,l,t
181.0,182,125.629085
175.0,176,126.116256
178.0,179,126.793562
183.0,184,127.233633
182.0,183,127.719705
183.0,184,128.33284
185.0,186,128.806682
184.0,185,129.375871
181.0,182,130.13946
183.0,184,130.625147
182.0,183,131.099151
180.0,181,131.785337
182.0,183,132.27275
182.0,183,132.988028
174.0,175,133.483529
175.0,176,134.239089
178.0,179,135.534744
175.0,176,136.354027
184.0,185,136.83429
185.0,186,137.59732
186.0,187,138.17702
180.0,181,138.656159
184.0,185,139.332289
184.0,185,139.840029
187.0,188,140.346068
181.0,182,141.053037
187.0,188,141.513744
176.0,177,142.211071
180.0,181,142.723396
188.0,189,143.243054
188.0,189,144.091081
187.0,188,144.621074
186.0,187,145.127121
182.0,183,145.804961
182.0,183,146.250433
186.0,187,146.73067
186.0,187,147.405531
183.0,184,147.903598
183.0,184,148.83352
186.0,187,149.777545
182.0,183,150.730668
186.0,187,151.47277
189.0,190,152.218611
181.0,182,152.939229
180.0,181,153.734878
179.0,180,154.464881
182.0,183,155.060859
188.0,189,155.87337
183.0,184,156.387302
185.0,186,156.883251
184.0,185,157.555762
178.0,179,157.992357
183.0,184,158.621101
181.0,182,159.172851
175.0,176,159.677799
181.0,182,160.358043
187.0,188,160.826956
182.0,183,161.326135
187.0,188,161.964188
184.0,185,162.433351
186.0,187,162.902319
187.0,188,163.594944
184.0,185,164.463895
186.0,187,165.41341
185.0,186,165.874141
182.0,183,166.329691
192.0,193,166.964529
183.0,184,167.427858
182.0,183,167.950101
189.0,190,168.802481
188.0,189,169.801834
190.0,191,170.988154
185.0,186,171.816529
181.0,182,172.337698
183.0,184,173.20775
185.0,186,173.754152
188.0,189,174.295171
186.0,187,176.089927
184.0,185,176.806974
181.0,182,177.339222
181.0,182,178.487537
181.0,182,179.323416
178.0,179,180.07204
176.0,177,181.208386
177.0,178,181.933691
185.0,186,182.566033
174.0,175,183.482886
168.0,169,184.206961
177.0,178,184.847456
182.0,183,185.885581
181.0,182,186.566347
184.0,185,187.240113
181.0,182,187.696344
179.0,180,188.173165
181.0,182,188.834152
179.0,180,189.312219
177.0,178,190.062004
178.0,179,190.996415
185.0,186,191.613609
179.0,180,192.086024
177.0,178,192.869961
184.0,185,193.605948
185.0,186,194.200587
183.0,184,195.339909
188.0,189,195.896953
186.0,187,196.560644
184.0,185,197.047061
179.0,180,197.518142
178.0,179,198.142904
173.0,174,198.601179
189.0,190,199.093211
182.0,183,200.032033
187.0,188,200.586204
192.0,193,201.098594
188.0,189,201.870456
183.0,184,202.378732
191.0,192,203.092521
179.0,180,203.593756
186.0,187,204.191339
183.0,184,204.953061
176.0,177,205.634167
186.0,187,206.638939
188.0,189,208.055815
183.0,184,208.740363
188.0,189,209.580814
187.0,188,210.51986
182.0,183,211.09988
184.0,185,211.6474
187.0,188,212.50035
187.0,188,213.040831
184.0,185,213.791277
185.0,186,214.36098
185.0,186,214.877679
180.0,181,215.677396
185.0,186,216.210514
185.0,186,216.77913
188.0,189,217.611058
182.0,183,218.15318
188.0,189,218.712423
182.0,183,219.446706
186.0,187,220.13626
189.0,190,220.973417
188.0,189,221.530296
189.0,190,222.069699
185.0,186,222.964875
190.0,191,223.712323
185.0,186,224.298786
183.0,184,225.040478
175.0,176,225.548145
188.0,189,226.090201
181.0,182,227.326551
187.0,188,228.016972
183.0,184,228.760087
179.0,180,229.274188
181.0,182,229.858976
184.0,185,230.582667
190.0,191,231.095245
175.0,176,231.566128
