#{"t_start": 1786207508.066755, "env_id": "None"}
r,l,t
188.0,189,84.340743
183.0,184,84.692591
186.0,187,85.035431
187.0,188,85.53313
187.0,188,85.903587
195.0,196,86.265949
194.0,195,86.763887
184.0,185,87.098473
187.0,188,87.52562
186.0,187,88.110637
194.0,195,88.773814
190.0,191,89.52765
190.0,191,89.911085
189.0,190,90.281867
187.0,188,90.770977
183.0,184,91.120689
192.0,193,91.515562
190.0,191,92.049077
194.0,195,92.416256
185.0,186,92.90221
192.0,193,93.258569
189.0,190,93.627751
190.0,191,94.211951
182.0,183,94.66476
193.0,194,95.248305
194.0,195,96.091878
183.0,184,96.504377
184.0,185,97.060385
187.0,188,97.459657
193.0,194,97.876612
188.0,189,98.368992
194.0,195,98.739034
185.0,186,99.123772
194.0,195,99.660265
195.0,196,100.156116
196.0,197,101.040438
191.0,192,101.639515
196.0,197,102.069525
183.0,184,102.768463
183.0,184,103.26571
195.0,196,103.82063
194.0,195,105.400473
192.0,193,105.982347
192.0,193,106.684399
183.0,184,107.033969
189.0,190,107.40807
186.0,187,107.926703
182.0,183,108.328395
185.0,186,108.795829
180.0,181,109.528565
182.0,183,110.143573
182.0,183,110.708562
188.0,189,111.505852
181.0,182,112.238469
187.0,188,112.863291
189.0,190,113.422772
187.0,188,113.983764
184.0,185,114.961285
187.0,188,115.342283
182.0,183,115.72931
190.0,191,116.326254
189.0,190,116.762812
185.0,186,117.166854
191.0,192,117.76575
190.0,191,118.203297
188.0,189,118.732501
191.0,192,119.136758
185.0,186,119.652376
184.0,185,120.363305
186.0,187,121.045459
186.0,187,121.403013
185.0,186,121.924533
186.0,187,122.304575
187.0,188,122.699467
191.0,192,123.217284
185.0,186,123.587036
186.0,187,124.05773
189.0,190,124.450442
188.0,189,124.828682
186.0,187,125.379948
184.0,185,125.70215
193.0,194,126.125768
188.0,189,126.635871
186.0,187,127.023871
192.0,193,127.531109
190.0,191,127.898139
176.0,177,128.233365
190.0,191,128.747984
189.0,190,129.115586
185.0,186,129.495868
187.0,188,129.986888
187.0,188,130.376679
191.0,192,130.782709
190.0,191,131.279383
182.0,183,131.642498
182.0,183,132.136494
188.0,189,132.513353
188.0,189,132.906273
191.0,192,133.431558
185.0,186,133.793956
183.0,184,134.162378
186.0,187,134.649715
184.0,185,135.00137
191.0,192,135.53633
193.0,194,135.905251
182.0,183,136.255935
195.0,196,136.759501
184.0,185,137.112852
191.0,192,137.477675
193.0,194,137.956389
191.0,192,138.302979
192.0,193,138.663215
198.0,199,139.181045
187.0,188,139.670051
184.0,185,140.310908
197.0,198,141.757296
193.0,194,142.183244
192.0,193,142.68179
190.0,191,143.129014
187.0,188,143.54729
195.0,196,144.039419
193.0,194,144.40919
186.0,187,144.92159
191.0,192,145.293941
182.0,183,145.650528
194.0,195,146.146899
195.0,196,146.574129
184.0,185,146.94257
187.0,188,147.433755
190.0,191,147.783937
191.0,192,148.28585
188.0,189,148.621466
187.0,188,148.986209
187.0,188,149.4803
190.0,191,149.883176
184.0,185,150.274546
184.0,185,151.005499
193.0,194,151.53034
186.0,187,152.151658
180.0,181,152.637024
190.0,191,153.086855
188.0,189,153.690857
187.0,188,154.249839
182.0,183,154.79854
190.0,191,155.452681
187.0,188,155.918534
183.0,184,156.348169
185.0,186,157.004422
188.0,189,157.453401
193.0,194,158.071076
189.0,190,158.514204
190.0,191,158.96852
185.0,186,159.586054
183.0,184,160.32702
186.0,187,161.265468
188.0,189,162.086678
186.0,187,162.562851
188.0,189,163.215767
193.0,194,163.721732
179.0,180,164.203377
183.0,184,164.894981
189.0,190,165.795916
187.0,188,166.376957
181.0,182,167.04594
181.0,182,167.486926
189.0,190,167.984194
184.0,185,168.640365
189.0,190,169.088902
182.0,183,169.725895
185.0,186,170.24004
185.0,186,170.915904
192.0,193,171.920924
180.0,181,172.408818
187.0,188,172.870111
188.0,189,173.492778
180.0,181,173.924401
187.0,188,174.364994
183.0,184,174.968471
189.0,190,175.429465
193.0,194,176.409315
181.0,182,177.24301
186.0,187,178.012703
190.0,191,178.780381
192.0,193,179.242379
178.0,179,179.675828
185.0,186,180.400738
187.0,188,181.273063
187.0,188,182.06625
182.0,183,182.884305
186.0,187,183.345498
